minimum_nights,number_of_reviews,availability_365,neighbourhood_n,room_type_n,price
0.0,0.003179650238473768,0.21643835616438356,0.20909090909090908,0.0,60
0.06896551724137931,0.006359300476947536,0.0,0.1318181818181818,0.5,100
0.0,0.006359300476947536,0.4931506849315069,0.031818181818181815,0.5,189
1.0,0.0,1.0,0.35909090909090907,0.0,100
0.034482758620689655,0.12559618441971385,0.008219178082191782,0.08181818181818182,0.5,55
0.0,0.001589825119236884,0.0,0.06818181818181818,0.0,66
0.10344827586206896,0.3895071542130366,0.6767123287671233,0.013636363636363636,0.0,98
0.0,0.151033386327504,0.7068493150684931,0.5499999999999999,0.0,25
0.06896551724137931,0.033386327503974564,0.16164383561643836,0.9909090909090909,0.5,75
0.034482758620689655,0.003179650238473768,0.20821917808219179,0.08181818181818182,0.0,65
0.6896551724137931,0.001589825119236884,0.12054794520547946,0.06818181818181818,0.0,45
0.034482758620689655,0.16534181240063595,0.4602739726027397,0.10909090909090909,0.5,175
0.034482758620689655,0.001589825119236884,0.0,0.01818181818181818,0.5,90
0.0,0.07790143084260732,0.010958904109589041,0.031818181818181815,0.5,175
0.10344827586206896,0.030206677265500796,0.9561643835616438,0.08636363636363636,0.5,1000
0.13793103448275862,0.0,0.0,0.05909090909090909,0.0,95
1.0,0.0985691573926868,0.019178082191780823,0.3181818181818182,0.5,70
0.10344827586206896,0.0,0.12876712328767123,0.09545454545454544,0.0,60
0.0,0.02384737678855326,0.0547945205479452,0.02727272727272727,0.0,55
0.034482758620689655,0.003179650238473768,1.0,0.36818181818181817,0.0,63
0.034482758620689655,0.031796502384737683,0.0958904109589041,0.02727272727272727,0.0,86
0.0,0.0,0.0,0.12727272727272726,1.0,80
0.034482758620689655,0.007949125596184421,0.0,0.03636363636363636,0.5,179
0.06896551724137931,0.003179650238473768,0.0,0.049999999999999996,0.5,300
0.13793103448275862,0.028616852146263912,0.18082191780821918,0.09545454545454544,0.0,60
0.034482758620689655,0.0,0.19452054794520549,0.00909090909090909,0.5,199
0.06896551724137931,0.017488076311605726,0.0,0.03636363636363636,0.5,120
0.034482758620689655,0.007949125596184421,0.0410958904109589,0.09545454545454544,0.0,68
0.13793103448275862,0.003179650238473768,0.0,0.12272727272727273,0.0,100
0.06896551724137931,0.32591414944356123,0.0,0.05454545454545454,0.0,89
0.0,0.20190779014308427,0.6027397260273972,0.34545454545454546,0.0,43
0.034482758620689655,0.004769475357710652,0.0,0.09545454545454544,0.0,95
0.034482758620689655,0.006359300476947536,0.0,0.11363636363636363,0.5,113
1.0,0.012718600953895072,0.5917808219178082,0.00909090909090909,0.5,91
0.034482758620689655,0.12400635930047696,0.4986301369863014,0.12727272727272726,0.0,49
0.13793103448275862,0.02384737678855326,0.2273972602739726,0.05454545454545454,0.5,160
0.034482758620689655,0.10651828298887123,0.5232876712328767,0.2545454545454545,0.5,110
0.06896551724137931,0.03497615262321145,0.0,0.12727272727272726,0.0,250
0.034482758620689655,0.11287758346581876,0.008219178082191782,0.09545454545454544,0.0,49
0.1724137931034483,0.006359300476947536,0.0,0.02727272727272727,0.5,142
0.0,0.006359300476947536,0.0,0.35,0.0,97
0.0,0.0,0.9643835616438357,0.004545454545454545,0.0,100
0.13793103448275862,0.003179650238473768,0.0,0.06818181818181818,0.5,78
0.06896551724137931,0.13513513513513514,0.5698630136986301,0.08636363636363636,0.5,350
0.0,0.009538950715421305,0.0,0.08636363636363636,0.0,150
0.0,0.2305246422893482,0.7068493150684931,0.6727272727272727,0.0,56
0.0,0.0,0.09041095890410959,0.08636363636363636,0.5,197
0.13793103448275862,0.10492845786963435,0.27123287671232876,0.06363636363636363,0.0,100
0.034482758620689655,0.01907790143084261,0.0,0.09090909090909091,0.5,190
0.1724137931034483,0.004769475357710652,0.2547945205479452,0.12727272727272726,0.5,399
0.034482758620689655,0.18282988871224168,0.2054794520547945,0.21818181818181817,0.0,130
1.0,0.0,0.8931506849315068,0.004545454545454545,0.0,82
0.034482758620689655,0.028616852146263912,1.0,0.031818181818181815,1.0,100
0.0,0.13672496025437203,0.4410958904109589,0.19545454545454544,0.0,109
0.06896551724137931,0.07790143084260732,0.27945205479452057,0.02727272727272727,0.5,99
0.0,0.519872813990461,0.7863013698630137,0.00909090909090909,0.0,65
0.4827586206896552,0.0,0.5068493150684932,0.10454545454545454,0.0,73
0.0,0.001589825119236884,0.18082191780821918,0.16818181818181818,0.0,40
0.06896551724137931,0.0,0.0,0.013636363636363636,0.0,90
0.034482758620689655,0.003179650238473768,0.3561643835616438,0.12272727272727273,0.5,250
0.0,0.003179650238473768,0.0,0.05454545454545454,0.0,70
0.06896551724137931,0.02702702702702703,0.8465753424657534,0.07272727272727272,0.5,260
0.0,0.9491255961844198,0.936986301369863,0.00909090909090909,0.0,49
0.8275862068965517,0.004769475357710652,0.0,0.08636363636363636,0.5,125
0.10344827586206896,0.001589825119236884,0.1863013698630137,0.5,1.0,30
0.0,0.017488076311605726,0.904109589041096,0.12727272727272726,0.0,135
0.0,0.0,0.0,0.24545454545454545,0.0,50
0.10344827586206896,0.031796502384737683,0.915068493150685,0.00909090909090909,0.0,81
0.06896551724137931,0.006359300476947536,0.0,0.004545454545454545,0.5,339
0.10344827586206896,0.0,0.0,0.10454545454545454,0.0,90
0.034482758620689655,0.0,0.0,0.19545454545454544,0.5,275
0.0,0.007949125596184421,0.24383561643835616,0.02727272727272727,1.0,28
0.0,0.014308426073131956,0.4821917808219178,0.44545454545454544,0.0,39
0.06896551724137931,0.003179650238473768,1.0,0.004545454545454545,0.0,699
0.034482758620689655,0.041335453100158986,0.021917808219178082,0.02727272727272727,0.5,220
0.0,0.0,0.0,0.00909090909090909,0.0,63
0.034482758620689655,0.10174880763116058,0.4849315068493151,0.09999999999999999,0.0,68
0.034482758620689655,0.012718600953895072,0.9780821917808219,0.19545454545454544,0.5,240
0.13793103448275862,0.1971383147853736,0.7643835616438356,0.00909090909090909,0.5,124
0.06896551724137931,0.003179650238473768,0.23013698630136986,0.022727272727272728,0.5,650
0.06896551724137931,0.004769475357710652,0.03287671232876713,0.05454545454545454,0.5,110
0.10344827586206896,0.003179650238473768,0.8602739726027397,0.21363636363636362,0.5,115
0.06896551724137931,0.06677265500794913,0.8301369863013699,0.09545454545454544,0.5,190
0.034482758620689655,0.0397456279809221,0.41643835616438357,0.5636363636363636,0.0,47
0.0,0.001589825119236884,0.5150684931506849,0.05454545454545454,0.0,89
0.034482758620689655,0.02384737678855326,0.0,0.03636363636363636,0.5,179
0.034482758620689655,0.04292527821939587,0.9917808219178083,0.45454545454545453,0.0,55
0.0,0.001589825119236884,0.24657534246575344,0.004545454545454545,0.0,70
0.10344827586206896,0.26391096979332274,0.5671232876712329,0.1318181818181818,0.5,131
0.034482758620689655,0.011128775834658189,0.008219178082191782,0.05454545454545454,0.0,95
0.0,0.05246422893481718,0.2602739726027397,0.1409090909090909,0.5,125
0.034482758620689655,0.1573926868044515,1.0,0.02727272727272727,0.0,75
0.13793103448275862,0.01907790143084261,0.0,0.03636363636363636,0.5,200
0.0,0.03815580286168522,0.8575342465753425,0.24545454545454545,0.5,119
0.0,0.003179650238473768,0.0,0.12727272727272726,0.0,100
0.06896551724137931,0.001589825119236884,0.019178082191780823,0.06363636363636363,0.5,185
0.13793103448275862,0.0,0.0,0.36818181818181817,0.5,90
0.034482758620689655,0.017488076311605726,0.0,0.02727272727272727,0.0,33
0.06896551724137931,0.030206677265500796,0.9232876712328767,0.3409090909090909,0.0,65
0.0,0.020667726550079493,0.0,0.09090909090909091,0.5,130
0.13793103448275862,0.006359300476947536,0.0,0.34545454545454546,0.0,40
0.0,0.0,0.0,0.45454545454545453,0.0,27
0.4827586206896552,0.0,0.0027397260273972603,0.05454545454545454,0.0,55
0.2068965517241379,0.04292527821939587,0.0958904109589041,0.004545454545454545,0.0,90
0.034482758620689655,0.017488076311605726,0.07945205479452055,0.08181818181818182,0.0,59
0.0,0.0397456279809221,0.9178082191780822,0.20909090909090908,0.0,45
0.06896551724137931,0.16693163751987283,0.7506849315068493,0.10454545454545454,0.5,175
0.0,0.2273449920508744,0.821917808219178,0.12727272727272726,0.5,198
0.034482758620689655,0.009538950715421305,0.0,0.06818181818181818,0.5,55
0.10344827586206896,0.006359300476947536,0.8246575342465754,0.03636363636363636,0.5,699
0.034482758620689655,0.007949125596184421,0.8931506849315068,0.02727272727272727,0.0,55
0.06896551724137931,0.0,0.0,0.03636363636363636,0.5,149
0.0,0.28457869634340227,0.8931506849315068,0.10454545454545454,0.0,115
1.0,0.004769475357710652,0.8547945205479452,0.19545454545454544,0.5,170
0.10344827586206896,0.001589825119236884,0.0,0.06818181818181818,0.5,210
0.10344827586206896,0.16852146263910972,0.5506849315068493,0.02727272727272727,0.5,83
0.034482758620689655,0.151033386327504,0.18356164383561643,0.05454545454545454,0.5,220
0.034482758620689655,0.004769475357710652,0.1780821917808219,0.09999999999999999,0.0,55
0.0,0.055643879173290944,0.09863013698630137,0.13636363636363635,0.0,50
0.06896551724137931,0.001589825119236884,0.8356164383561644,0.24545454545454545,0.0,100
0.3103448275862069,0.004769475357710652,0.4876712328767123,0.5499999999999999,0.5,200
0.034482758620689655,0.06518282988871224,0.16164383561643836,0.00909090909090909,0.0,65
0.0,0.022257551669316377,0.9643835616438357,0.4818181818181818,0.5,750
0.0,0.0,0.0,0.03636363636363636,0.5,375
0.06896551724137931,0.003179650238473768,0.0,0.13636363636363635,0.0,60
0.034482758620689655,0.06518282988871224,0.0,0.09545454545454544,0.5,150
0.2068965517241379,0.0,0.0,0.004545454545454545,0.0,105
0.0,0.0,0.043835616438356165,0.5136363636363636,0.0,39
0.0,0.0397456279809221,0.09315068493150686,0.11363636363636363,0.0,55
1.0,0.24642289348171703,0.6575342465753424,0.11818181818181818,0.5,325
0.13793103448275862,0.0,0.0,0.09545454545454544,0.0,60
0.06896551724137931,0.03497615262321145,0.9945205479452055,0.013636363636363636,0.5,200
0.034482758620689655,0.0985691573926868,0.09315068493150686,0.09545454545454544,0.5,95
0.2068965517241379,0.003179650238473768,0.0,0.09090909090909091,0.0,40
0.13793103448275862,0.0,0.29315068493150687,0.07272727272727272,0.5,186
0.4827586206896552,0.0,0.0,0.07727272727272727,0.5,100
0.034482758620689655,0.055643879173290944,0.2547945205479452,0.031818181818181815,0.0,139
0.034482758620689655,0.03815580286168522,0.5780821917808219,0.6545454545454545,0.0,39
0.0,0.009538950715421305,0.0,0.09545454545454544,0.0,175
0.034482758620689655,0.014308426073131956,0.9095890410958904,0.19545454545454544,0.5,216
1.0,0.0,0.936986301369863,0.35,0.5,275
0.034482758620689655,0.007949125596184421,0.4383561643835616,0.05454545454545454,0.0,55
0.034482758620689655,0.01907790143084261,0.13424657534246576,0.08181818181818182,0.0,80
0.034482758620689655,0.03497615262321145,0.8438356164383561,0.02727272727272727,0.0,75
0.3793103448275862,0.007949125596184421,0.0,0.11363636363636363,0.5,100
0.0,0.025437201907790145,0.8246575342465754,0.04090909090909091,0.5,155
0.06896551724137931,0.001589825119236884,0.0,0.1409090909090909,0.5,90
0.034482758620689655,0.014308426073131956,0.0,0.09545454545454544,0.0,110
0.034482758620689655,0.001589825119236884,0.12328767123287672,0.031818181818181815,0.5,375
0.0,0.009538950715421305,0.0,0.05454545454545454,0.0,95
0.034482758620689655,0.022257551669316377,0.13972602739726028,0.2545454545454545,0.0,80
0.06896551724137931,0.004769475357710652,0.24657534246575344,0.01818181818181818,0.0,85
0.034482758620689655,0.030206677265500796,0.4465753424657534,0.03636363636363636,0.5,350
0.0,0.0,0.1178082191780822,0.5590909090909091,0.5,100
0.034482758620689655,0.017488076311605726,0.0,0.12727272727272726,0.0,80
0.2068965517241379,0.0,0.07945205479452055,0.3090909090909091,0.5,150
0.06896551724137931,0.001589825119236884,0.5150684931506849,0.00909090909090909,0.0,63
0.06896551724137931,0.001589825119236884,0.0,0.08181818181818182,0.0,35
0.0,0.0,0.0,0.00909090909090909,0.0,65
0.06896551724137931,0.007949125596184421,0.0,0.05454545454545454,0.0,90
0.44827586206896547,0.007949125596184421,0.24657534246575344,0.05454545454545454,0.0,55
0.10344827586206896,0.05087440381558029,0.021917808219178082,0.09545454545454544,0.5,98
0.9655172413793104,0.0,0.08493150684931507,0.19545454545454544,0.5,185
0.0,0.0,0.0,0.5363636363636364,0.0,80
0.034482758620689655,0.030206677265500796,0.6027397260273972,0.02727272727272727,0.0,54
0.034482758620689655,0.03815580286168522,0.15616438356164383,0.16818181818181818,0.0,45
0.0,0.022257551669316377,0.8383561643835616,0.031818181818181815,0.5,300
0.06896551724137931,0.012718600953895072,0.0027397260273972603,0.031818181818181815,0.5,160
0.06896551724137931,0.151033386327504,0.9260273972602739,0.09545454545454544,0.0,62
0.0,0.0,0.0,0.06363636363636363,0.5,300
0.10344827586206896,0.003179650238473768,0.9726027397260274,0.09545454545454544,0.5,300
0.10344827586206896,0.01907790143084261,0.0,0.02727272727272727,0.5,90
0.13793103448275862,0.0,0.0,0.05454545454545454,0.5,150
0.0,0.0492845786963434,0.03561643835616438,0.05454545454545454,0.0,80
0.2068965517241379,0.0,0.0,0.045454545454545456,0.0,120
0.4827586206896552,0.012718600953895072,0.904109589041096,0.02727272727272727,0.0,60
0.034482758620689655,0.0492845786963434,0.17534246575342466,0.09999999999999999,0.5,125
0.034482758620689655,0.014308426073131956,0.005479452054794521,0.05454545454545454,0.5,190
0.034482758620689655,0.07313195548489666,0.1917808219178082,0.02727272727272727,0.5,50
0.034482758620689655,0.0,0.03561643835616438,0.6909090909090909,0.5,100
1.0,0.0,0.9095890410958904,0.35,0.5,246
0.06896551724137931,0.12400635930047696,0.673972602739726,0.03636363636363636,0.0,250
0.034482758620689655,0.004769475357710652,0.0,0.09090909090909091,0.5,150
